,X,Y,PID,SSL,PMPROPERTYID,PROPERTYNAME,PMPARENTPROPERTYID,PARENTPROPERTYNAME,REPORTINGYEAR,REPORTSTATUS,ADDRESSOFRECORD,OWNEROFRECORD,WARD,REPORTEDADDRESS,CITY,STATE,POSTALCODE,YEARBUILT,PRIMARYPROPERTYTYPE_SELFSELECT,PRIMARYPROPERTYTYPE_EPACALC,TAXRECORDFLOORAREA,REPORTEDBUILDINGGROSSFLOORAREA,ENERGYSTARSCORE,SITEEUI_KBTU_FT,WEATHERNORMALZEDSITEEUI_KBTUFT,SOURCEEUI_KBTU_FT,WEATHERNORMALZEDSOUREUI_KBTUFT,TOTGHGEMISSIONS_METRICTONSCO2E,TOTGHGEMISSINTENSITY_KGCO2EFT,WATERSCORE_MFPROPERTIES,WATERUSE_ALLWATERSOURCES_KGAL,METEREDAREAS_ENERGY,METEREDAREAS_WATER,NATURALGASUSE_THERMS,FUELOILANDDIESELFUELUSEKBTU,LATITUDE,LONGITUDE,ADDRESSID,XCOORD,YCOORD,GIS_LAST_MOD_DTTM,DISTRCHILLEDWATER_KBTU,DISTRHOTWATER_KBTU,DISTRSTEAM_KBTU,ELECTRICITYUSE_RENEWABLE_KWH,ELECTRICITYUSE_GRID_KWH,NATURALGAS_KBTU_JANUARY,NATURALGAS_KBTU_FEBRUARY,NATURALGAS_KBTU_MARCH,NATURALGAS_KBTU_APRIL,NATURALGAS_KBTU_MAY,NATURALGAS_KBTU_JUNE,NATURALGAS_KBTU_JULY,NATURALGAS_KBTU_AUGUST,NATURALGAS_KBTU_SEPTEMBER,NATURALGAS_KBTU_OCTOBER,NATURALGAS_KBTU_NOVEMBER,NATURALGAS_KBTU_DECEMBER,ELECTRICITYUSE_KBTU_JANUARY,ELECTRICITYUSE_KBTU_FEBRUARY,ELECTRICITYUSE_KBTU_MARCH,ELECTRICITYUSE_KBTU_APRIL,ELECTRICITYUSE_KBTU_MAY,ELECTRICITYUSE_KBTU_JUNE,ELECTRICITYUSE_KBTU_JULY,ELECTRICITYUSE_KBTU_AUGUST,ELECTRICITYUSE_KBTU_SEPTEMBER,ELECTRICITYUSE_KBTU_OCTOBER,ELECTRICITYUSE_KBTU_NOVEMBER,ELECTRICITYUSE_KBTU_DECEMBER,LASTUPDATE,OBJECTID
18464,-8579306.67442461,4708295.3271067,PM3977161,1222 0062,3977161.0,LXR,3619434,Georgetown University,2016,Data Under Review by DOEE,3515 PROSPECT ST NW,Georgetown University,2.0,3515 Prospect Street Northwest,WASHINGTON,DC,20007,1958.0,Residence Hall/Dormitory,Residence Hall/Dormitory,238595,209093.0,36.0,111.3,113.2,214.2,215.5,1963.4,9.4,,10053.0,Whole Building,,0.0,16090.8,38.9065480783,-77.0692208221,272217.0,393996.070123247,137634.467375847,2024/10/08 01:01:27+00,0.0,0.0,14575922.5,0.0,2541321.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/07/19 04:00:00+00,3587416
18465,-8579306.67442461,4708295.3271067,PM3977161,1222 0062,3977161.0,LXR,3619434,Georgetown University,2017,In Compliance,3515 PROSPECT ST NW,Georgetown University,2.0,3515 Prospect Street Northwest,WASHINGTON,DC,20007,1958.0,Residence Hall/Dormitory,Residence Hall/Dormitory,238595,209093.0,26.0,124.2,123.8,228.3,226.9,2104.2,10.1,,9472.7,Whole Building,,0.0,20037.6,38.9065480783,-77.0692208221,272217.0,393996.070123247,137634.467375847,2024/10/08 01:01:27+00,0.0,0.0,17439957.4,0.0,2496109.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/07/19 04:00:00+00,3587417
18466,-8579306.41808878,4708294.2615727,PM3977161,1222 0062,3977161.0,Georgetown University East Campus,,,2018,In Compliance,3515 PROSPECT ST NW,Georgetown University,2.0,3515 Prospect Street Northwest,WASHINGTON,DC,20007,1958.0,Residence Hall/Dormitory,Residence Hall/Dormitory,238595,209093.0,25.0,131.6,133.9,230.3,232.7,2103.3,10.1,,6854.6,Whole Property,,0.0,25654.2,38.90654063,-77.06921852,272217.0,393996.269169464,137633.640405,2024/10/08 01:01:27+00,0.0,0.0,18042534.3,0.0,2766520.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650081.5,638497.7,680448.4,722617.2,712388.1,824932.8,820490.3,1179712.8,970198.8,856517.9,686770.8,696713.2,2024/07/19 04:00:00+00,3587418
18467,-8579406.17828683,4708261.38378814,PM3977161,1222 0062,3977161.0,Georgetown University East Campus,,,2019,In Compliance,1221 36TH STREET NW,Georgetown University,2.0,3515 Prospect Street Northwest,WASHINGTON,DC,20007,1958.0,Residence Hall/Dormitory,Residence Hall/Dormitory,238595,209093.0,26.0,121.8,126.0,220.4,224.5,1947.5,9.3,,7368.6,Whole Property,,0.0,27641.4,38.9063108,-77.07011468,272217.0,393918.520342485,137608.186729583,2024/10/08 01:01:27+00,0.0,0.0,15781098.2,0.0,2833227.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668789.7,675675.0,740509.7,762111.0,844357.5,810234.0,937699.5,1058030.6,912570.0,764062.9,756129.9,736804.3,2024/07/19 04:00:00+00,3587419
18468,-8579406.17828683,4708261.38378814,PM3977161,1222 0062,3977161.0,Georgetown University East Campus,,,2020,In Compliance,1221 36TH ST NW,Georgetown University,2.0,3515 Prospect Street Northwest,WASHINGTON,DC,20007,1958.0,Residence Hall/Dormitory,Residence Hall/Dormitory,238595,209093.0,32.0,108.5,112.3,189.2,193.8,1666.0,8.0,,4088.5,Whole Property,,0.0,45462.7,38.9063108,-77.07011468,272217.0,393918.520342485,137608.186729583,2024/10/08 01:01:27+00,0.0,0.0,14959113.0,0.0,2251821.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689927.0,683369.0,556899.8,518760.6,501687.0,623543.1,967390.6,857316.2,648413.1,548206.2,552962.4,534742.2,2024/07/19 04:00:00+00,3587420
18469,-8579406.17828683,4708261.38378814,PM3977161,1222 0062,3977161.0,Georgetown University East Campus,,,2021,In Compliance,1221 36TH ST NW,Georgetown University,2.0,3515 Prospect Street Northwest,WASHINGTON,DC,20007,1958.0,Residence Hall/Dormitory,Residence Hall/Dormitory,238595,209093.0,35.0,104.0,105.6,188.6,189.1,1639.1,7.8,,4665.1,Whole Property,,0.0,43541.8,38.9063108,-77.07011468,272217.0,393918.520342485,137608.186729583,2024/10/08 01:01:27+00,0.0,0.0,13373529.0,0.0,2439112.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453396.7,508538.2,502700.3,574000.8,643322.2,799895.7,818122.6,1027830.7,929148.9,817931.6,647614.8,599751.1,2024/07/19 04:00:00+00,3587421
18470,-8579406.17828683,4708261.38378814,PM3977161,1222 0062,3977161.0,Georgetown University East Campus,,,2022,In Compliance,1221 36TH STREET NW,Georgetown University,2.0,3515 Prospect Street Northwest,WASHINGTON,DC,20007,1958.0,Residence Hall/Dormitory,Residence Hall/Dormitory,238595,209093.0,29.0,112.6,113.0,209.0,208.4,1789.8,8.6,,5964.6,Whole Property,,0.0,31695.8,38.9063108,-77.07011468,272217.0,393918.520342485,137608.186729583,2024/10/08 01:01:27+00,0.0,0.0,13901264.7,0.0,2819351.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544159.4,576222.1,666885.6,745470.9,761439.0,1027571.7,1009501.7,1210055.6,952299.3,762906.3,720331.2,642786.6,2024/07/19 04:00:00+00,3587422
18473,-8579970.46028058,4708644.71738728,PM3977182,1321 0827,3977182.0,New North,3619434,Georgetown University,2013,In Compliance,3800 RESERVOIR RD,Georgetown University,2.0,"3800 Reservoir Road, N.W.",WASHINGTON,DC,20057,1988.0,Residence Hall/Dormitory,Residence Hall/Dormitory,3526986,67438.0,74.0,80.8,80.8,139.2,139.2,538.1,8.0,,379.0,Whole Building,,22.6,0.0,38.9089904251,-77.0751837101,291547.0,393479.097100081,137905.996802365,2024/10/08 01:01:27+00,1164.0,0.0,3984378.0,0.0,428633.94553344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019/08/23 04:00:00+00,3587425
18610,-8576641.58565466,4707087.46652171,PM3958530,0103 0045,3958530.0,Law Clinic Townhouses,,,2022,In Compliance,2004 G STREET NW,George Washington University,2.0,"650 20th Street, NW",WASHINGTON,DC,20052,1910.0,College/University,College/University,20130,27611.0,,46.3,46.3,126.8,126.8,109.8,4.0,,94.7,Whole Property,,452.7,0.0,38.89810411,-77.04527993,311753.0,396072.139648989,136695.816662312,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,361356.0,4370.0,3834.2,3743.9,3569.9,3816.6,3683.4,3639.5,3399.0,3708.2,3701.8,3769.5,4033.1,112165.5,95053.2,123397.7,100136.8,107648.1,107051.0,103106.6,104288.3,97117.8,83316.8,88926.7,110738.3,2024/09/20 04:00:00+00,3587562
18611,-8576641.58565466,4707087.46652171,PM3958530,0103 0045,3958530.0,Law Clinic Townhouses,,,2023,In Compliance,2000 G ST NW,George Washington University,2.0,"650 20th Street, NW",WASHINGTON,DC,20006,1910.0,College/University,College/University,20130,28093.0,,43.1,43.1,119.3,119.3,108.0,3.8,,115.5,Whole Property,,226.2,0.0,38.89810411,-77.04527993,311753.0,396072.139648989,136695.816662312,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,348386.7,4258.1,3389.2,3928.9,3978.8,3840.6,2999.4,227.3,0.0,0.0,0.0,0.0,0.0,106249.5,89252.2,104295.1,97444.2,97299.9,89821.0,87390.2,83388.8,89250.5,97849.8,114736.6,131717.6,2024/09/20 04:00:00+00,3587563
18722,-8579970.46028058,4708644.71738728,PM3977191,1321 0827,3977191.0,St Mary's,3619434,Georgetown University,2013,In Compliance,3800 RESERVOIR RD,Georgetown University,2.0,"3800 Reservoir Road, N.W.",WASHINGTON,DC,20057,1988.0,College/University,College/University,3526986,82819.0,,80.6,80.6,178.2,178.2,723.2,8.7,,581.0,Whole Building,,118.4,0.0,38.9089904251,-77.0751837101,291547.0,393479.097100081,137905.996802365,2024/10/08 01:01:27+00,1008.0,0.0,3193950.1,0.0,1017673.90907616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019/08/23 04:00:00+00,3587674
20821,-8571055.25750638,4712093.4841793,PM4008453,3657 0832,4008453.0,The Catholic University of America,4008453,The Catholic University of America,2013,In Compliance,701 MICHIGAN AV,Catholic University of America,5.0,"620 Michigan Ave., N.E.",WASHINGTON,DC,20017,2012.0,College/University,College/University,166570,2001995.0,,119.1,120.3,263.1,264.3,22382.5,11.2,,44562.2,Whole Building,,1062635.313,0.0,38.9330938624,-76.9950971045,300821.0,400425.09879999,140579.00800238,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,38749077.43934256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/06/29 04:00:00+00,3589773
20822,-8571055.25750638,4712093.4841793,PM4008453,3657 0832,4008453.0,The Catholic University of America,4008453,The Catholic University of America,2014,In Compliance,701 MICHIGAN AV,Catholic University of America,5.0,"620 Michigan Ave., N.E.",WASHINGTON,DC,20017,2012.0,College/University,College/University,166575,2001995.0,,121.2,120.3,256.7,255.3,22898.4,11.4,,47750.4,Whole Building,,1187643.45981911,0.0,38.9330938625,-76.9950971044,300821.0,400425.098804994,140579.008005389,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,36322488.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/06/29 04:00:00+00,3589774
20823,-8571045.39504601,4712076.74733897,PM4008453,3657 0832,4008453.0,The Catholic University of America,4008453,The Catholic University of America,2015,In Compliance,716 MONROE ST NE,Catholic University of America,5.0,"620 Michigan Ave., N.E.",Washington,DC,20017,2012.0,College/University,College/University,166575,2001995.0,,117.9,120.3,254.6,255.6,22656.0,11.3,,49061.3,Whole Building,,1108369.80327309,0.0,38.9329769085,-76.9950085086,300821.0,400432.781095757,140566.025510966,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,36713618.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/06/29 04:00:00+00,3589775
20824,-8571141.74111699,4712001.20070843,PM4008453,3657 0832,4008453.0,The Catholic University of America,4008453,The Catholic University of America,2016,In Compliance,716 MONROE ST NE,Catholic University of America,5.0,"620 Michigan Ave., N.E.",WASHINGTON,DC,20017,2012.0,College/University,College/University,166575,2001995.0,,104.3,106.2,241.3,241.9,18867.1,9.4,,54530.4,Whole Building,,826671.82192398,0.0,38.932449,-76.9958739998,300821.0,400357.742401278,140507.419340489,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,36996503.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/06/29 04:00:00+00,3589776
20825,-8571154.9081274,4713003.54294715,PM4008453,3821 0044; PAR 01330130,4008453.0,The Catholic University of America,4008453,The Catholic University of America,2018,In Compliance,3502 JOHN MCCORMACK RD NE,Catholic University of America,5.0,"620 Michigan Ave., N.E.",WASHINGTON,DC,20064-0001,1920.0,College/University,Mixed Use Property,0,2266804.0,,125.2,127.0,215.3,216.7,19698.6,8.7,,46190.3,Whole Property,,1750524.16479066,0.0,38.9394529,-76.99599228,300821.0,400347.452849361,141284.913085569,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,33426387.1,391824.2,536335.5,373548.4,653301.7,483527.4,283222.5,131572.4,85172.8,96716.1,381205.4,713326.7,642509.8,9151679.9,8662493.9,9444568.1,9346305.3,10635898.4,11507978.9,12473220.0,4178329.0,8397161.2,11180191.9,9751151.6,9321868.4,2024/06/29 04:00:00+00,3589777
20826,-8571154.9081274,4713003.54294715,PM4008453,3821 0044,4008453.0,The Catholic University of America,4008453,The Catholic University of America,2019,In Compliance,620 MICHIGAN AVE NE,Catholic University of America,5.0,"620 Michigan Ave., N.E.",WASHINGTON,DC,20064-0001,,College/University,Mixed Use Property,2001995,2253147.2,,105.5,109.3,207.7,211.7,17939.3,8.0,,52028.3,Whole Property,,1129674.32585206,0.0,38.9394529,-76.99599228,300821.0,400347.452849361,141284.913085569,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,36559552.5,25893304.4,20632669.1,19956927.3,6497798.6,1984993.7,665340.0,616047.2,745497.2,965159.9,2059122.4,14742278.7,18208294.2,10193355.0,9555382.3,10217809.4,10255108.8,11431567.4,12086513.3,13654293.0,14155802.0,6503803.5,8084543.4,9648106.7,8954923.3,2024/06/29 04:00:00+00,3589778
20827,-8571492.43546318,4712491.55731467,PM4008453,3821 0044,4008453.0,The Catholic University of America,4008453,The Catholic University of America,2020,In Compliance,3502 JOHN MCCORMACK ROAD NE,Catholic University of America,5.0,"620 Michigan Ave., N.E.",WASHINGTON,DC,20064,,College/University,College/University,2001995,2234224.0,,86.3,93.3,174.8,182.1,14820.3,6.6,,32530.8,Whole Property,,854228.87283177,0.0,38.93587547,-76.99902434,300821.0,400084.589955696,140887.77973941,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,31488883.5,19392587.2,18435857.6,13740413.5,4003638.7,1023790.1,564160.7,446251.0,594175.5,884842.4,3315559.7,8205026.5,14816584.3,9155585.4,9077885.6,8447252.0,6873923.9,7771038.0,9458684.3,11232024.4,11485042.4,9647348.5,8849591.6,7901266.6,7540440.9,2024/06/29 04:00:00+00,3589779
20828,-8571505.35190565,4712497.29036427,PM4008453,3821 0044,4008453.0,The Catholic University of America,4008453,The Catholic University of America,2021,In Compliance,3502 JOHN MCCORMACK RD NE,Catholic University of America,5.0,"620 Michigan Ave., N.E.",WASHINGTON,DC,20064,1900.0,College/University,College/University,2001995,2238395.6,,89.9,93.2,187.4,189.5,15418.0,6.9,,64426.8,Whole Property,,822884.72553936,0.0,38.93591553,-76.99914037,300821.0,400074.530085027,140892.226648867,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,34869707.8,15996557.9,15139752.5,10492588.4,4989411.5,2935364.1,1806183.7,505841.9,595176.8,2374569.7,4409251.8,11365686.8,11678087.5,7909451.2,7639717.2,8705932.6,8671153.5,9534023.7,10503868.5,11617784.7,12541985.2,12081755.6,11114302.4,9624262.8,9031219.9,2024/06/29 04:00:00+00,3589780
20829,-8571492.43546318,4712491.55731467,PM4008453,3821 0044,4008453.0,The Catholic University of America,4008453,The Catholic University of America,2022,In Compliance,3502 JOHN MCCORMACK ROAD NE,Catholic University of America,5.0,"620 Michigan Ave., N.E.",WASHINGTON,DC,20064,1900.0,College/University,College/University,2001995,2241736.4,,96.6,97.3,199.0,198.4,15751.5,7.0,,73864.1,Whole Property,,913428.5,0.0,38.93587547,-76.99902434,300821.0,400084.589955696,140887.77973941,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,36667544.2,18138607.8,13922177.4,11181985.2,7672633.2,3246279.5,596398.6,534648.1,651297.5,1030391.8,8232341.6,9903678.3,16232414.6,9486274.1,8834842.9,9666135.2,9395579.2,10519486.2,11688069.6,12234307.0,12529689.0,11411864.8,10569242.6,9546563.6,9227621.6,2024/06/29 04:00:00+00,3589781
20830,-8571165.29742076,4712148.5898826,PM4008453,3821 0044,4008453.0,The Catholic University of America,4008453,The Catholic University of America,2023,In Compliance,3502 JOHN MCCORMACK RD NE,Catholic University of America,5.0,"620 Michigan Ave., N.E.",WASHINGTON,DC,20064,1900.0,College/University,College/University,2001995,2272537.0,,99.7,105.1,203.3,208.2,16743.3,7.4,,65450.5,Whole Property,,985577.7,0.0,38.93347893,-76.99608561,300821.0,400339.389958009,140621.749712185,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,37533876.8,15562632.7,13375088.3,13749753.3,5793626.4,3602789.2,3361075.7,2376153.6,2324677.4,3090051.2,7091403.5,13213521.7,15016994.4,9725634.4,9240137.4,10220750.6,10028545.4,10037530.7,10782445.5,12499862.2,13001605.2,11924105.8,11105025.7,9956164.9,9543795.4,2024/06/29 04:00:00+00,3589782
20831,-8571055.25750638,4712093.4841793,PM4008454,3657 0832,4008454.0,"Flather Hall, Aquinas Hall, and Kane Health Center",4008453,The Catholic University of America,2013,In Compliance,701 MICHIGAN AV,Catholic University of America,5.0,"620 Michigan Ave., N.E.",WASHINGTON,DC,20017,2012.0,College/University,College/University,166570,104837.0,,7.0,7.1,7.4,7.4,39.1,0.4,,4575.7,Another configuration,,7376.562,0.0,38.9330938624,-76.9950971045,300821.0,400425.09879999,140579.00800238,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/03/20 04:00:00+00,3589783
20832,-8571055.25750638,4712093.4841793,PM4008454,3657 0832,4008454.0,"Flather Hall, Aquinas Hall, and Kane Health Center",4008453,The Catholic University of America,2014,In Compliance,701 MICHIGAN AV,Catholic University of America,5.0,"620 Michigan Ave., N.E.",WASHINGTON,DC,20017,2012.0,College/University,College/University,166575,104837.0,,6.0,6.0,6.3,6.3,33.6,0.3,,4492.5,Another configuration,,6331.375874,0.0,38.9330938625,-76.9950971044,300821.0,400425.098804994,140579.008005389,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/03/20 04:00:00+00,3589784
20833,-8571045.39504601,4712076.74733897,PM4008454,3657 0832,4008454.0,"Flather Hall, Aquinas Hall, and Kane Health Center",4008453,The Catholic University of America,2015,In Compliance,716 MONROE ST NE,Catholic University of America,5.0,"620 Michigan Ave., N.E.",Washington,DC,20017,2012.0,College/University,College/University,166575,104837.0,,5.7,5.9,6.0,6.2,32.0,0.3,,5462.0,Another configuration,,6020.546928,0.0,38.9329769085,-76.9950085086,300821.0,400432.781095757,140566.025510966,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/03/20 04:00:00+00,3589785
20834,-8571141.74111699,4712001.20070843,PM4008454,3657 0832,4008454.0,"Flather Hall, Aquinas Hall, and Kane Health Center",4008453,The Catholic University of America,2016,In Compliance,716 MONROE ST NE,Catholic University of America,5.0,"620 Michigan Ave., N.E.",WASHINGTON,DC,20017,2012.0,College/University,College/University,166575,104837.0,,6.0,6.1,6.3,6.4,33.3,0.3,,3848.3,Another configuration,,6268.695117,0.0,38.932449,-76.9958739998,300821.0,400357.742401278,140507.419340489,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/03/20 04:00:00+00,3589786
20835,-8571055.25750638,4712093.4841793,PM4008456,3657 0832,4008456.0,Multiple Buildings #1,4008453,The Catholic University of America,2013,In Compliance,701 MICHIGAN AV,Catholic University of America,5.0,"620 Michigan Ave., N.E.",WASHINGTON,DC,20017,2012.0,College/University,College/University,166570,804605.0,,3.3,3.4,6.5,6.5,227.9,0.3,,3166.1,Another configuration,,15411.803,0.0,38.9330938624,-76.9950971045,300821.0,400425.09879999,140579.00800238,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,338118.42312864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/03/20 04:00:00+00,3589787
20836,-8571055.25750638,4712093.4841793,PM4008456,3657 0832,4008456.0,Multiple Buildings #1,4008453,The Catholic University of America,2014,In Compliance,701 MICHIGAN AV,Catholic University of America,5.0,"620 Michigan Ave., N.E.",WASHINGTON,DC,20017,2012.0,College/University,College/University,166575,804605.0,,3.3,3.3,6.3,6.3,228.3,0.3,,4468.4,Another configuration,,15211.821899,0.0,38.9330938625,-76.9950971044,300821.0,400425.098804994,140579.008005389,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,322851.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/03/20 04:00:00+00,3589788
20837,-8571045.39504601,4712076.74733897,PM4008456,3657 0832,4008456.0,Multiple Buildings #1,4008453,The Catholic University of America,2015,In Compliance,716 MONROE ST NE,Catholic University of America,5.0,"620 Michigan Ave., N.E.",Washington,DC,20017,2012.0,College/University,College/University,166575,804605.0,,3.2,3.2,5.9,6.0,216.7,0.3,,8276.7,Another configuration,,15463.720516,0.0,38.9329769085,-76.9950085086,300821.0,400432.781095757,140566.025510966,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,294592.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/03/20 04:00:00+00,3589789
20838,-8571141.74111699,4712001.20070843,PM4008456,3657 0832,4008456.0,Multiple Buildings #1,4008453,The Catholic University of America,2016,In Compliance,716 MONROE ST NE,Catholic University of America,5.0,"620 Michigan Ave., N.E.",WASHINGTON,DC,20017,2012.0,College/University,College/University,166575,804605.0,,1.9,1.9,2.0,2.0,80.3,0.1,,18406.3,Another configuration,,15114.045156,0.0,38.932449,-76.9958739998,300821.0,400357.742401278,140507.419340489,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/03/20 04:00:00+00,3589790
20839,-8571055.25750638,4712093.4841793,PM4008505,3657 0832,4008505.0,Hartke Theater,4008453,The Catholic University of America,2013,In Compliance,701 MICHIGAN AV,Catholic University of America,5.0,"620 Michigan Ave., N.E.",WASHINGTON,DC,20017,2012.0,College/University,College/University,166570,70014.0,,0.0,0.0,0.0,0.0,0.0,0.0,,368.2,Another configuration,,0.0,0.0,38.9330938624,-76.9950971045,300821.0,400425.09879999,140579.00800238,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,15.8264928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/03/20 04:00:00+00,3589791
20840,-8571055.25750638,4712093.4841793,PM4008505,3657 0832,4008505.0,Hartke Theater,4008453,The Catholic University of America,2014,In Compliance,701 MICHIGAN AV,Catholic University of America,5.0,"620 Michigan Ave., N.E.",WASHINGTON,DC,20017,2012.0,College/University,College/University,166575,70014.0,,0.0,0.0,0.0,0.0,0.0,0.0,,526.5,Another configuration,,0.0,0.0,38.9330938625,-76.9950971044,300821.0,400425.098804994,140579.008005389,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/03/20 04:00:00+00,3589792
20841,-8571045.39504601,4712076.74733897,PM4008505,3657 0832,4008505.0,Hartke Theater,4008453,The Catholic University of America,2015,In Compliance,716 MONROE ST NE,Catholic University of America,5.0,"620 Michigan Ave., N.E.",Washington,DC,20017,2012.0,College/University,College/University,166575,70014.0,,0.0,0.0,0.0,0.0,0.0,0.0,,526.9,Another configuration,,0.0,0.0,38.9329769085,-76.9950085086,300821.0,400432.781095757,140566.025510966,2024/10/08 01:01:27+00,0.0,0.0,0.0,0.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/03/20 04:00:00+00,3589793
